,Lambda,estimand,side,estimate,sterr_if,sterr_boot,bootmean,quantiles50,quantiles90,quantiles95
6,1.394,ATT,upper,0.13053194622358616,0.011552832295205125,,,,,
7,1.394,ATT,lower,-0.10480985371749407,0.016085266644636883,,,,,
8,1.394,ATC,upper,0.0727695052656497,0.01031802494919944,,,,,
9,1.394,ATC,lower,-0.14981162487288055,0.015616917063915204,,,,,
0,1.395,1,upper,0.42739436473821685,0.012111117425477332,,,,,
1,1.395,1,lower,0.28927651171690383,0.008276934639966533,,,,,
2,1.395,0,upper,0.37448375528000993,0.009202121589329695,,,,,
3,1.395,0,lower,0.28466043715100037,0.0069095381484639935,,,,,
4,1.395,ATE,upper,0.1427339275872165,0.013505058986352413,,,,,
5,1.395,ATE,lower,-0.08520724356310612,0.01184198451874652,,,,,
6,1.395,ATT,upper,0.13071080262775323,0.011550553162602369,,,,,
7,1.395,ATT,lower,-0.10515766324672948,0.016094336273718306,,,,,
8,1.395,ATC,upper,0.07293697699339804,0.010314382064980757,,,,,
9,1.395,ATC,lower,-0.15012860652595708,0.015625579201513553,,,,,
0,1.396,1,upper,0.4275906014234949,0.012116686616697544,,,,,
1,1.396,1,lower,0.2891729650541638,0.008273844375787789,,,,,
2,1.396,0,upper,0.37461620794118694,0.009205748742757546,,,,,
3,1.396,0,lower,0.2845924227210484,0.006907970779495535,,,,,
4,1.396,ATE,upper,0.1429981787024465,0.013509049499718633,,,,,
5,1.396,ATE,lower,-0.08544324288702315,0.011842322187744093,,,,,
6,1.396,ATT,upper,0.13088940279065356,0.011548278973266738,,,,,
7,1.396,ATT,lower,-0.10550547277596484,0.016103410235911757,,,,,
8,1.396,ATC,upper,0.07310420879030427,0.010310746013681366,,,,,
9,1.396,ATC,lower,-0.15044553623310147,0.0156342441165803,,,,,
0,1.397,1,upper,0.4279487506603235,0.011753347839534972,,,,,
1,1.397,1,lower,0.289069566632888,0.008270758900174001,,,,,
2,1.397,0,upper,0.374748660602364,0.009209376434287549,,,,,
3,1.397,0,lower,0.2845245056632224,0.006906405989505854,,,,,
4,1.397,ATE,upper,0.14342424499710119,0.013201487049214599,,,,,
5,1.397,ATE,lower,-0.085679093969476,0.011842665082258917,,,,,
6,1.397,ATT,upper,0.1310677472625547,0.011546009713970564,,,,,
7,1.397,ATT,lower,-0.10585328230520029,0.016112488519070146,,,,,
8,1.397,ATC,upper,0.07327120117161008,0.010307116778867684,,,,,
9,1.397,ATC,lower,-0.151023960866504,0.015188938295723793,,,,,
0,1.398,1,upper,0.42813896648409494,0.011758096753347316,,,,,
1,1.398,1,lower,0.28896631613496165,0.008267678202474654,,,,,
2,1.398,0,upper,0.374881113263541,0.009213004663284058,,,,,
3,1.398,0,lower,0.28445668576856925,0.006904843772469291,,,,,
4,1.398,ATE,upper,0.1436822807155257,0.013204735584066015,,,,,
5,1.398,ATE,lower,-0.08591479712857931,0.011843013191613854,,,,,
6,1.398,ATT,upper,0.13124583659214992,0.011543745371528706,,,,,
7,1.398,ATT,lower,-0.10620109183443564,0.01612157111108751,,,,,
8,1.398,ATC,upper,0.0734379546510828,0.010303494344154963,,,,,
9,1.398,ATC,lower,-0.1513311666534172,0.015196523446974527,,,,,
0,1.399,1,upper,0.42832979210832817,0.011762838977976779,,,,,
1,1.399,1,lower,0.28886321324317954,0.008264602272070145,,,,,
2,1.399,0,upper,0.37501356592471796,0.009216633429112338,,,,,
3,1.399,0,lower,0.28438896282873327,0.006903284122378325,,,,,
4,1.399,ATE,upper,0.14394082927959492,0.013207980616736498,,,,,
5,1.399,ATE,lower,-0.08615035268153844,0.011843366505161837,,,,,
6,1.399,ATT,upper,0.13142367132656343,0.011541485932798412,,,,,
7,1.399,ATT,lower,-0.10654890136367104,0.016130657999898858,,,,,
8,1.399,ATC,upper,0.07360446974102094,0.010299878693207096,,,,,
9,1.399,ATC,lower,-0.15163935729125946,0.015204107447065417,,,,,
0,1.4,1,upper,0.42851989960180875,0.011767590813491172,,,,,
1,1.4,1,lower,0.2887602576412428,0.00826153109837169,,,,,
2,1.4,0,upper,0.3751460185858949,0.009220262731138549,,,,,
3,1.4,0,lower,0.2843213366359543,0.006901727033243512,,,,,
4,1.4,ATE,upper,0.14419856296585448,0.013211235786501276,,,,,
5,1.4,ATE,lower,-0.08638576094465208,0.01184372501228577,,,,,
6,1.4,ATT,upper,0.13160125201135633,0.011539231384679148,,,,,
7,1.4,ATT,lower,-0.1068967108929064,0.016139749173480003,,,,,
8,1.4,ATC,upper,0.07377074695225917,0.010296269809736462,,,,,
9,1.4,ATC,lower,-0.15194638812063455,0.015211698535533077,,,,,
0,1.401,1,upper,0.42874499368544644,0.011760746189282627,,,,,
1,1.401,1,lower,0.28865744901375573,0.008258464670821192,,,,,
2,1.401,0,upper,0.375278471247072,0.009223892568729767,,,,,
3,1.401,0,lower,0.284253806983065,0.006900172499093408,,,,,
4,1.401,ATE,upper,0.1444911867023815,0.013204333200622198,,,,,
5,1.401,ATE,lower,-0.08662102223331622,0.011844088702398415,,,,,
6,1.401,ATT,upper,0.13177857919053212,0.01153698171411244,,,,,
7,1.401,ATT,lower,-0.10724452042214182,0.016148844619847422,,,,,
8,1.401,ATC,upper,0.07393678679417368,0.010292667677503734,,,,,
9,1.401,ATC,lower,-0.15230992362321477,0.015203071269660346,,,,,
0,1.402,1,upper,0.4289348147126464,0.011765476969960657,,,,,
1,1.402,1,lower,0.2885547870462222,0.008255402978891139,,,,,
2,1.402,0,upper,0.37541092390824893,0.009227522941253964,,,,,
3,1.402,0,lower,0.2841863736634895,0.0068986205139745195,,,,,
4,1.402,ATE,upper,0.14474844104915696,0.013207572152387697,,,,,
5,1.402,ATE,lower,-0.08685613686202666,0.011844457564942283,,,,,
6,1.402,ATT,upper,0.13195565340654214,0.011534736908081716,,,,,
7,1.402,ATT,lower,-0.10759232995137714,0.016157944327058086,,,,,
8,1.402,ATC,upper,0.07410258977468748,0.010289072280317718,,,,,
9,1.402,ATC,lower,-0.15261649179865588,0.015210633741745964,,,,,
0,1.403,1,upper,0.42917360715613445,0.011753820447065978,,,,,
1,1.403,1,lower,0.28845227142504315,0.008252346012084494,,,,,
2,1.403,0,upper,0.375543376569426,0.009231153848080013,,,,,
3,1.403,0,lower,0.28411903647124037,0.006897071071951219,,,,,
4,1.403,ATE,upper,0.14505457068489408,0.013196866486966004,,,,,
5,1.403,ATE,lower,-0.08709110514438287,0.011844831589389536,,,,,
6,1.403,ATT,upper,0.13213247520029134,0.011532496953612149,,,,,
7,1.403,ATT,lower,-0.10794013948061257,0.01616704828320932,,,,,
8,1.403,ATC,upper,0.07426815640027538,0.010285483602035175,,,,,
9,1.403,ATC,lower,-0.15300215067317122,0.015198556036677765,,,,,
0,1.404,1,upper,0.4293631140750997,0.011758521285911237,,,,,
1,1.404,1,lower,0.2883499018375123,0.008249293759934596,,,,,
2,1.404,0,upper,0.3756758292306029,0.009234785288577692,,,,,
3,1.404,0,lower,0.28405179520091767,0.006895524167105695,,,,,
4,1.404,ATE,upper,0.14531131887418208,0.01320008187795034,,,,,
5,1.404,ATE,lower,-0.08732592739309063,0.011845210765241872,,,,,
6,1.404,ATT,upper,0.13230904511114341,0.0115302618377705,,,,,
7,1.404,ATT,lower,-0.1082879490098479,0.016176156476438636,,,,,
8,1.404,ATC,upper,0.07443348717596927,0.010281901626560652,,,,,
9,1.404,ATC,lower,-0.1533082115518719,0.015206084132791228,,,,,
0,1.405,1,upper,0.42955256479225384,0.011763223618616368,,,,,
1,1.405,1,lower,0.2882476779718143,0.00824624621200503,,,,,
2,1.405,0,upper,0.3758082818917799,0.009238417262117665,,,,,
3,1.405,0,lower,0.2839846496477057,0.006893979793537875,,,,,
4,1.405,ATE,upper,0.14556791514454814,0.013203300583149157,,,,,
5,1.405,ATE,lower,-0.08756060391996565,0.011845595082030421,,,,,
6,1.405,ATT,upper,0.1324853636769267,0.011528031547664958,,,,,
7,1.405,ATT,lower,-0.10863575853908333,0.016185268894923572,,,,,
8,1.405,ATC,upper,0.07459858260536324,0.010278326337846314,,,,,
9,1.405,ATC,lower,-0.15361418166251076,0.015213615203604642,,,,,
0,1.406,1,upper,0.42974195942751514,0.011767927442199653,,,,,
1,1.406,1,lower,0.28814559951702057,0.00824320335788954,,,,,
2,1.406,0,upper,0.3759407345529569,0.009242049768071508,,,,,
3,1.406,0,lower,0.28391759960737173,0.006892437945365369,,,,,
4,1.406,ATE,upper,0.14582435982014344,0.013206522596045949,,,,,
5,1.406,ATE,lower,-0.08779513503593635,0.011845984529315639,,,,,
6,1.406,ATT,upper,0.13266143143393927,0.011525806070444998,,,,,
7,1.406,ATT,lower,-0.10898356806831869,0.01619438552688158,,,,,
8,1.406,ATC,upper,0.07476344319061869,0.010274757719891767,,,,,
9,1.406,ATC,lower,-0.15392006119876073,0.015221149241973752,,,,,
0,1.407,1,upper,0.4299312981004614,0.011772632753687695,,,,,
1,1.407,1,lower,0.2880436661630865,0.008240165187211903,,,,,
2,1.407,0,upper,0.37607318721413396,0.009245682805811686,,,,,
3,1.407,0,lower,0.28385064487626344,0.006890898616723398,,,,,
4,1.407,ATE,upper,0.14608065322419791,0.013209747910142363,,,,,
5,1.407,ATE,lower,-0.0880295210510474,0.011846379096687207,,,,,
6,1.407,ATT,upper,0.13283724891695473,0.0115235853933012,,,,,
7,1.407,ATT,lower,-0.10933137759755412,0.016203506360569813,,,,,
8,1.407,ATC,upper,0.07492806943246938,0.010271195756743897,,,,,
9,1.407,ATC,lower,-0.1542258503537443,0.01522868624077748,,,,,
0,1.408,1,upper,0.4300217597755464,0.011765008645576265,,,,,
1,1.408,1,lower,0.2879418776008485,0.00823713168962584,,,,,
2,1.408,0,upper,0.37620563987531097,0.009249316374711556,,,,,
3,1.408,0,lower,0.28378378525130743,0.006889361801764735,,,,,
4,1.408,ATE,upper,0.146237974524239,0.013202152904157603,,,,,
5,1.408,ATE,lower,-0.08826376227446249,0.011846778773763923,,,,,
6,1.408,ATT,upper,0.13301281665922723,0.011521369503465127,,,,,
7,1.408,ATT,lower,-0.10967918712678944,0.016212631384285033,,,,,
8,1.408,ATC,upper,0.0750924618302265,0.010267640432496698,,,,,
9,1.408,ATC,lower,-0.15437194939812968,0.015218586004618352,,,,,
0,1.409,1,upper,0.4302105333673622,0.011769689205060685,,,,,
1,1.409,1,lower,0.28784023352202015,0.00823410285481489,,,,,
2,1.409,0,upper,0.376338092536488,0.009252950474145372,,,,,
3,1.409,0,lower,0.2837170205300063,0.00688782749465964,,,,,
4,1.409,ATE,upper,0.14649351283735587,0.013205358673024819,,,,,
5,1.409,ATE,lower,-0.08849785901446783,0.011847183550193598,,,,,
6,1.409,ATT,upper,0.1331881351924972,0.011519158388209143,,,,,
7,1.409,ATT,lower,-0.1100269966560249,0.01622176058636342,,,,,
8,1.409,ATC,upper,0.07525662088178388,0.010264091731291095,,,,,
9,1.409,ATC,lower,-0.15467682592560464,0.015226087280903957,,,,,
0,1.41,1,upper,0.4303992506207416,0.011774371251572139,,,,,
1,1.41,1,lower,0.2877387336191902,0.008231078672492328,,,,,
2,1.41,0,upper,0.376470545197665,0.009256585103488275,,,,,
3,1.41,0,lower,0.28365035051043763,0.006886295689595791,,,,,
4,1.41,ATE,upper,0.14674890011030392,0.013208567725089843,,,,,
5,1.41,ATE,lower,-0.08873181157847469,0.011847593415652951,,,,,
6,1.41,ATT,upper,0.13336320504699659,0.011516952034846277,,,,,
7,1.41,ATT,lower,-0.11037480618526022,0.016230893955180434,,,,,
8,1.41,ATC,upper,0.07542054708362265,0.010260549637314799,,,,,
9,1.41,ATC,lower,-0.15498161146436287,0.015233591501240292,,,,,
0,1.411,1,upper,0.43058791165546856,0.011779054782149181,,,,,
1,1.411,1,lower,0.2876373775858186,0.008228059132401029,,,,,
2,1.411,0,upper,0.3766029978588419,0.009260220262116299,,,,,
3,1.411,0,lower,0.2835837749912509,0.006884766380778225,,,,,
4,1.411,ATE,upper,0.1470041366642176,0.013211780053923853,,,,,
5,1.411,ATE,lower,-0.08896562027302336,0.01184800835984751,,,,,
6,1.411,ATT,upper,0.13353802675145418,0.011514750430730065,,,,,
7,1.411,ATT,lower,-0.11072261571449565,0.016240031479150673,,,,,
8,1.411,ATC,upper,0.0755842409308168,0.010257014134802114,,,,,
9,1.411,ATC,lower,-0.15528630620786033,0.01524109865858415,,,,,
0,1.412,1,upper,0.43082547511298874,0.011771732434380094,,,,,
1,1.412,1,lower,0.2875361651162336,0.008225044224313383,,,,,
2,1.412,0,upper,0.3767354505200189,0.009263855949406366,,,,,
3,1.412,0,lower,0.28351729377166657,0.0068832395624292735,,,,,
4,1.412,ATE,upper,0.1473081813413222,0.013204490124745942,,,,,
5,1.412,ATE,lower,-0.08919928540378529,0.011848428372511505,,,,,
6,1.412,ATT,upper,0.13371260083310085,0.011512553563254401,,,,,
7,1.412,ATT,lower,-0.11107042524373097,0.0162491731467277,,,,,
8,1.412,ATC,upper,0.07574770291703752,0.0102534852080338,,,,,
9,1.412,ATC,lower,-0.15566998022331466,0.01523181851932233,,,,,
0,1.413,1,upper,0.4310138707062421,0.011776394919963124,,,,,
1,1.413,1,lower,0.287435095905629,0.00822203393803119,,,,,
2,1.413,0,upper,0.3768679031811959,0.009267492164736288,,,,,
3,1.413,0,lower,0.283450906651473,0.0068817152287885,,,,,
4,1.413,ATE,upper,0.1475629640547691,0.013207686109254964,,,,,
5,1.413,ATE,lower,-0.08943280727556698,0.011848853443407767,,,,,
6,1.413,ATT,upper,0.1338869278176752,0.01151036141985338,,,,,
7,1.413,ATT,lower,-0.11141823477296638,0.01625831894640395,,,,,
8,1.413,ATC,upper,0.07591093353455872,0.010249962841336877,,,,,
9,1.413,ATC,lower,-0.15597424626874065,0.015239297008537512,,,,,
0,1.414,1,upper,0.4312022095059656,0.011781058898129212,,,,,
1,1.414,1,lower,0.2873341696500605,0.008219028263385542,,,,,
2,1.414,0,upper,0.3770003558423729,0.009271128907484752,,,,,
3,1.414,0,lower,0.28338461343102506,0.006880193374112638,,,,,
4,1.414,ATE,upper,0.1478175960749406,0.013210885361568359,,,,,
5,1.414,ATE,lower,-0.08966618619231242,0.011849283562327631,,,,,
6,1.414,ATT,upper,0.13406100822942837,0.011508173988001151,,,,,
7,1.414,ATT,lower,-0.11176604430220172,0.01626746886671049,,,,,
8,1.414,ATC,upper,0.07607393327426168,0.010246447019084486,,,,,
9,1.414,ATC,lower,-0.156278420590457,0.015246778434638132,,,,,
0,1.415,1,upper,0.43139049163256976,0.011785724365913044,,,,,
1,1.415,1,lower,0.2872333860464434,0.008216027190236739,,,,,
2,1.415,0,upper,0.37713280850354985,0.009274766177031346,,,,,
3,1.415,0,lower,0.283318413911242,0.006878673992675523,,,,,
4,1.415,ATE,upper,0.14807207772132777,0.013214087875315677,,,,,
5,1.415,ATE,lower,-0.08989942245710657,0.01184971871909082,,,,,
6,1.415,ATT,upper,0.13423484259112953,0.011505991255211775,,,,,
7,1.415,ATT,lower,-0.11211385383143714,0.01627662289621697,,,,,
8,1.415,ATC,upper,0.07623670262563996,0.010242937725695716,,,,,
9,1.415,ATC,lower,-0.15658250338293092,0.01525426279062768,,,,,
0,1.416,1,upper,0.4315787172061248,0.011790391320357535,,,,,
1,1.416,1,lower,0.28713274479254886,0.008213030708474157,,,,,
2,1.416,0,upper,0.37726526116472686,0.00927840397275653,,,,,
3,1.416,0,lower,0.2832523078936056,0.0068771570787680356,,,,,
4,1.416,ATE,upper,0.14832640931251906,0.01321729364414407,,,,,
5,1.416,ATE,lower,-0.09013251637217806,0.011850158903545365,,,,,
6,1.416,ATT,upper,0.13440843142407127,0.011503813209039065,,,,,
7,1.416,ATT,lower,-0.11246166336067252,0.016285781023531405,,,,,
8,1.416,ATC,upper,0.0763992420768044,0.010239434945635438,,,,,
9,1.416,ATC,lower,-0.15688649484008033,0.015261750069532199,,,,,
0,1.417,1,upper,0.4317668863463617,0.011795059758513807,,,,,
1,1.417,1,lower,0.28703224558700136,0.008210038808016178,,,,,
2,1.417,0,upper,0.377397713825904,0.009282042294041646,,,,,
3,1.417,0,lower,0.28318629518015787,0.00687564262669804,,,,,
4,1.417,ATE,upper,0.14858059116620384,0.013220502661718246,,,,,
5,1.417,ATE,lower,-0.09036546823890257,0.011850604105567484,,,,,
6,1.417,ATT,upper,0.13458177524807455,0.011501639837076439,,,,,
7,1.417,ATT,lower,-0.11280947288990793,0.01629494323730008,,,,,
8,1.417,ATC,upper,0.07656155211448806,0.010235938663414147,,,,,
9,1.417,ATC,lower,-0.1571903951552758,0.015269240264400205,,,,,
0,1.418,1,upper,0.43195019427979814,0.011774528618223434,,,,,
1,1.418,1,lower,0.2869318881292756,0.008207051478810061,,,,,
2,1.418,0,upper,0.3775301664870809,0.009285681140268918,,,,,
3,1.418,0,lower,0.2831203755734991,0.006874130630790322,,,,,
4,1.418,ATE,upper,0.14882981870629894,0.01320254614724159,,,,,
5,1.418,ATE,lower,-0.09059827835780532,0.0118510543150615,,,,,
6,1.418,ATT,upper,0.13475487458149377,0.01149947112695678,,,,,
7,1.418,ATT,lower,-0.1131572824191433,0.016304109526207353,,,,,
8,1.418,ATC,upper,0.07672363322405082,0.010232448863587797,,,,,
9,1.418,ATC,lower,-0.15748644443667756,0.015247227391809916,,,,,
0,1.419,1,upper,0.4321377865854065,0.011779149968851028,,,,,
1,1.419,1,lower,0.2868316721196931,0.00820406871083185,,,,,
2,1.419,0,upper,0.37766261914825794,0.009289320510821451,,,,,
3,1.419,0,lower,0.28305454887678644,0.006872621085386517,,,,,
4,1.419,ATE,upper,0.14908323770862006,0.013205716324546852,,,,,
5,1.419,ATE,lower,-0.09083094702856476,0.011851509521959722,,,,,
6,1.419,ATT,upper,0.1349277299412226,0.01149730706635228,,,,,
7,1.419,ATT,lower,-0.11350509194837871,0.01631327987897557,,,,,
8,1.419,ATC,upper,0.07688548588948459,0.01022896553075765,,,,,
9,1.419,ATC,lower,-0.157789413142018,0.015254662497635775,,,,,
0,1.42,1,upper,0.43232532129269696,0.011783772828784289,,,,,
1,1.42,1,lower,0.28673159725942005,0.008201090494086273,,,,,
2,1.42,0,upper,0.3777950718094349,0.009292960405083225,,,,,
3,1.42,0,lower,0.282988814893731,0.006871113984845071,,,,,
4,1.42,ATE,upper,0.149336506398966,0.013208889751540213,,,,,
5,1.42,ATE,lower,-0.09106347455001487,0.011851969716222361,,,,,
6,1.42,ATT,upper,0.1351003418426982,0.0114951476429743,,,,,
7,1.42,ATT,lower,-0.11385290147761405,0.01632245428436484,,,,,
8,1.42,ATC,upper,0.07704711059341768,0.0102254886495701,,,,,
9,1.42,ATC,lower,-0.15809228882388543,0.015262100528635008,,,,,
0,1.421,1,upper,0.4325127985232707,0.01178839719503455,,,,,
1,1.421,1,lower,0.28663166325046324,0.008198116818606636,,,,,
2,1.421,0,upper,0.3779275244706119,0.009296600822439098,,,,,
3,1.421,0,lower,0.2829231734285968,0.00686960932354115,,,,,
4,1.421,ATE,upper,0.14958962509467388,0.013212066421926462,,,,,
5,1.421,ATE,lower,-0.09129586122014867,0.011852434887837429,,,,,
6,1.421,ATT,upper,0.1352727107999072,0.01149299284457322,,,,,
7,1.421,ATT,lower,-0.11420071100684946,0.016331632731172996,,,,,
8,1.421,ATC,upper,0.07720850781712006,0.010222018204716526,,,,,
9,1.421,ATC,lower,-0.15839507167867,0.015269541477869445,,,,,
0,1.422,1,upper,0.43270021839838635,0.011793023064621402,,,,,
1,1.422,1,lower,0.28653186979566814,0.008195147674454728,,,,,
2,1.422,0,upper,0.37805997713178885,0.009300241762274801,,,,,
3,1.422,0,lower,0.2828576242861985,0.006868107095866613,,,,,
4,1.422,ATE,upper,0.14984259411218792,0.013215246329427699,,,,,
5,1.422,ATE,lower,-0.09152810733612075,0.011852905026820635,,,,,
6,1.422,ATT,upper,0.1354448373253901,0.011490842658938292,,,,,
7,1.422,ATT,lower,-0.11454852053608483,0.016340815208235354,,,,,
8,1.422,ATC,upper,0.07736967804050784,0.010218554180933127,,,,,
9,1.422,ATC,lower,-0.15869776190220947,0.0152769853384232,,,,,
0,1.423,1,upper,0.43288758103896224,0.011797650434572687,,,,,
1,1.423,1,lower,0.28643221659871526,0.008192183051720711,,,,,
2,1.423,0,upper,0.37819242979296586,0.00930388322397694,,,,,
3,1.423,0,lower,0.282792167271899,0.00686660729622992,,,,,
4,1.423,ATE,upper,0.1500954137670632,0.013218429467783248,,,,,
5,1.423,ATE,lower,-0.09176021319425057,0.011853380123215285,,,,,
6,1.423,ATT,upper,0.1356167219302469,0.011488697073897509,,,,,
7,1.423,ATT,lower,-0.11489633006532024,0.01635000170442463,,,,,
8,1.423,ATC,upper,0.07753062174214803,0.010215096563000771,,,,,
9,1.423,ATC,lower,-0.1590003596897911,0.015284432103402603,,,,,
0,1.424,1,upper,0.43307488656557647,0.011802279301924436,,,,,
1,1.424,1,lower,0.28633270336411776,0.008189222940523036,,,,,
2,1.424,0,upper,0.37832488245414286,0.00930752520693299,,,,,
3,1.424,0,lower,0.2827268021916084,0.00686510991905609,,,,,
4,1.424,ATE,upper,0.15034808437396802,0.013221615830749621,,,,,
5,1.424,ATE,lower,-0.0919921790900251,0.011853860167092199,,,,,
6,1.424,ATT,upper,0.1357883651241418,0.011486556077317436,,,,,
7,1.424,ATT,lower,-0.11524413959455558,0.016359192208650782,,,,,
8,1.424,ATC,upper,0.07769133939926345,0.010211645335744828,,,,,
9,1.424,ATC,lower,-0.15930286523615342,0.015291881765936067,,,,,
0,1.425,1,upper,0.43326213509846906,0.011806909663720874,,,,,
1,1.425,1,lower,0.28623332979721794,0.008186267331008317,,,,,
2,1.425,0,upper,0.37845733511531987,0.009311167710531304,,,,,
3,1.425,0,lower,0.28266152885178136,0.0068636149587866435,,,,,
4,1.425,ATE,upper,0.15060060624668772,0.013224805412100452,,,,,
5,1.425,ATE,lower,-0.09222400531810196,0.011854345148549592,,,,,
6,1.425,ATT,upper,0.1359597674153085,0.011484419657103097,,,,,
7,1.425,ATT,lower,-0.11559194912379099,0.016368386709860863,,,,,
8,1.425,ATC,upper,0.07785183148773736,0.010208200484035016,,,,,
9,1.425,ATC,lower,-0.15960527873548866,0.015299334319174067,,,,,
0,1.426,1,upper,0.4334493267575427,0.011811541517014353,,,,,
1,1.426,1,lower,0.28613409560418473,0.008183316213351263,,,,,
2,1.426,0,upper,0.3785897877764969,0.009314810734161093,,,,,
3,1.426,0,lower,0.28259634705941555,0.006862122409879528,,,,,
4,1.426,ATE,upper,0.15085297969812722,0.013227998205626415,,,,,
5,1.426,ATE,lower,-0.09245569217231218,0.011854835057712993,,,,,
6,1.426,ATT,upper,0.1361309293105549,0.0114822878011978,,,,,
7,1.426,ATT,lower,-0.11593975865302635,0.016377585197038875,,,,,
8,1.426,ATC,upper,0.07801209848211793,0.010204761992785253,,,,,
9,1.426,ATC,lower,-0.15990760038144403,0.015306789756288982,,,,,
0,1.427,1,upper,0.43436802533339475,0.011615862491121516,,,,,
